"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
79,80,0,0.2402,-0.3272,-13.7531,0.2415,-0.328,-13.7758,0.1887,0.0227512637011665,0.4314,0.3922,0.1961,9.3393,1,NA,"Tomato_60d_1",6.08008412962081e-05,0.0685808436746161,0.000215608879597875,"Tomato_60d_1_20_1A_60",20
80,81,0,0.2415,-0.328,-13.7758,0.2501,-0.3365,-13.9754,0.1887,0.199965922096741,0.4314,0.3922,0.1961,9.5288,1,NA,"Tomato_60d_1",6.06509512153489e-05,0.0668153713034934,0.0018889901685196,"Tomato_60d_1_20_1A_60",20
81,82,0,0.2501,-0.3365,-13.9754,0.2516,-0.3379,-14.0088,0.1887,0.0334629646026771,0.4314,0.3922,0.1961,9.5606,1,NA,"Tomato_60d_1",6.06257981569251e-05,0.0665191073383129,0.000315740789890224,"Tomato_60d_1_20_1A_60",20
82,83,0,0.2516,-0.3379,-14.0088,0.2575,-0.3467,-14.2085,0.1887,0.199980849083106,0.4314,0.3922,0.1961,9.7509,1,NA,"Tomato_60d_1",6.04752752947219e-05,0.0647461817856762,0.00188081753224765,"Tomato_60d_1_20_1A_60",20
83,84,0,0.2575,-0.3467,-14.2085,0.2576,-0.3524,-14.3282,0.1887,0.119835679161091,0.4314,0.3922,0.1961,9.8652,1,NA,"Tomato_60d_1",6.03848666601985e-05,0.0636813084768671,0.00112421379333659,"Tomato_60d_1_20_1A_60",20
84,85,0,0.2576,-0.3524,-14.3282,0.2645,-0.3488,-14.5194,0.1887,0.191358328797049,0.4314,0.3922,0.1961,10.0485,1,NA,"Tomato_60d_1",6.02398806347553e-05,0.0620404437654944,0.00178909537140328,"Tomato_60d_1_20_1A_60",20
85,86,0,0.2645,-0.3488,-14.5194,0.2633,-0.3482,-14.564,0.1887,0.0446201748091609,0.4314,0.3922,0.1961,10.0913,1,NA,"Tomato_60d_1",6.02060268328515e-05,0.0616934343145169,0.000416627788242254,"Tomato_60d_1_20_1A_60",20
86,87,0,0.2633,-0.3482,-14.564,0.2629,-0.3481,-14.6864,0.1887,0.122400694442475,0.4314,0.3922,0.1961,10.2089,1,NA,"Tomato_60d_1",6.0113007975284e-05,0.0607399690940743,0.00114051372522767,"Tomato_60d_1_20_1A_60",20
87,88,0,0.2629,-0.3481,-14.6864,0.2575,-0.3559,-14.8606,0.1887,0.174458132513218,0.4314,0.3922,0.1961,10.377,1,NA,"Tomato_60d_1",5.99800447953768e-05,0.059377065152268,0.0016204690013245,"Tomato_60d_1_20_1A_60",20
88,89,0,0.2575,-0.3559,-14.8606,0.2521,-0.3647,-14.9764,0.1887,0.116259365214163,0.4314,0.3922,0.1961,10.4894,1,NA,"Tomato_60d_1",5.98911390165453e-05,0.0584657599585796,0.00107730846002248,"Tomato_60d_1_20_1A_60",20
89,90,0,0.2521,-0.3647,-14.9764,0.2506,-0.3515,-15.176,0.1887,0.2000416206693,0.4314,0.3922,0.1961,10.6832,1,NA,"Tomato_60d_1",5.97378477359622e-05,0.0568944881922378,0.00184711397653886,"Tomato_60d_1_20_1A_60",20
